market,sector,symbol,symbol_name,description,link_website,one_report_link
SET,INSUR,BUI,บริษัท บางกอกสหประกันภัย จำกัด (มหาชน),ธุรกิจประกันวินาศภัย,http://www.bui.co.th,https://weblink.set.or.th/dat/f56/0139ONE280320242050440641T.zip
SET,INSUR,CHARAN,บริษัท จรัญประกันภัย จำกัด (มหาชน),ธุรกิจประกันวินาศภัย,http://www.charaninsurance.com,https://weblink.set.or.th/dat/f56/0321ONE010420241638100079T.zip
SET,INSUR,INSURE,บริษัท อินทรประกันภัย จำกัด (มหาชน),รับประกันวินาศภัยทุกประเภท คือ อัคคีภัย ภัยทางทะเลและขนส่ง รถยนต์และอุบัติเหตุเบ็ดเตล็ด,http://https:www.indara.co.th,https://weblink.set.or.th/dat/f56/0217ONE290320241358150583T.zip
SET,INSUR,KWI,บริษัท เคดับบลิวไอ จำกัด (มหาชน),ธุรกิจประกันชีวิต ธุรกิจประกันวินาศภัย ธุรกิจบริหารจัดการสินทรัพย์ และธุรกิจพัฒนาอสังหาริมทรัพย์,http://www.kwiasia.com,https://weblink.set.or.th/dat/f56/0323ONE210320241938230362T.zip
SET,INSUR,MTI,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),รับประกันวินาศภัย ได้แก่ การรับประกันอัคคีภัย การรับประกันภัยทางทะเลและขนส่ง การรับประกันภัยรถยนต์ และการรับประกันภัยเบ็ดเตล็ด,http://www.muangthaiinsurance.com,https://weblink.set.or.th/dat/f56/0985ONE260320240843380154T.zip
SET,INSUR,NKI,บริษัท นวกิจประกันภัย จำกัด (มหาชน),ประกันวินาศภัย,http://www.navakij.co.th,https://weblink.set.or.th/dat/f56/0199ONE190320241848490578T.zip
SET,INSUR,SMK,บริษัท สินมั่นคงประกันภัย จำกัด (มหาชน),รับประกันวินาศภัย 4 ประเภท ได้แก่ 1) การประกันภัยทางรถยนต์ 2) การประกันอัคคีภัย 3) การประกันภัยทางทะเลและขนส่ง 4) การประกันภัยเบ็ดเตล็ด,http://www.smk.co.th,https://weblink.set.or.th/dat/f56/F0239B22.zip
SET,INSUR,TGH,บริษัท ไทยกรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),TGH  ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ซึ่งประกอบธุรกิจประกันชีวิต ธุรกิจประกันภัย และธุรกิจการเงิน (ลีสซิ่งและสินเชื่อองค์กร) โดยมีบริษัท อาคเนย์ประกันชีวิต จำกัด (มหาชน) (SE Life) ประกอบธุรกิจประกันชีวิต เป็นบริษัทย่อยที่ประกอบธุรกิจหลักซึ่งก่อให้เกิดกำไรหลัก,https://www.tgh.co.th,https://weblink.set.or.th/dat/f56/1500ONE270320241905220260T.zip
SET,INSUR,THRE,บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),ให้บริการด้านการรับประกันภัยต่อ (Professional Reinsurer) ครอบคลุมทั้งการรับประกันภัยทรัพย์สิน อุบัติเหตุ วิศวกรรม ภัยทางทะเลและการขนส่งสินค้า ลูกค้าของบริษัทส่วนใหญ่เป็นบริษัทประกันวินาศภัยในประเทศ  มีเพียงบางส่วนเป็นลูกค้าจากตลาดต่างประเทศ,http://www.thaire.co.th,https://weblink.set.or.th/dat/f56/0322ONE250320241745330265T.zip
SET,INSUR,THREL,บริษัท ไทยรีประกันชีวิต จำกัด (มหาชน),บริษัทฯ ประกอบธุรกิจประกันภัยต่อด้านการประกันชีวิตทุกประเภท โดยเบี้ยประกันภัยรับส่วนหนึ่งจะถูกกันไว้เป็นเงินสำรองประกันชีวิต และดำเนินการบริหารเงินสำรองประกันชีวิตส่วนนี้โดยนำไปลงทุนเพื่อสร้างผลตอบแทนให้ครอบคลุมภาระที่จะเกิดขึ้น,http://www.thairelife.co.th,https://weblink.set.or.th/dat/f56/1153ONE250320241448170122B.zip
SET,INSUR,TIPH,บริษัท ทิพย กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),TIPH ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) โดยมีบริษัท ทิพยประกันภัย จำกัด (มหาชน) ซึ่งประกอบธุรกิจประกันภัย เป็นบริษัทย่อยที่ประกอบธุรกิจหลัก,http://www.dhipayagroup.co.th,https://weblink.set.or.th/dat/f56/1654ONE010420242159330760T.zip
SET,INSUR,TLI,บริษัท ไทยประกันชีวิต จำกัด (มหาชน),ธุรกิจประกันชีวิต,http://www.thailife.com,https://weblink.set.or.th/dat/f56/1697ONE290320241619220452T.zip
SET,INSUR,TQM,บริษัท ทีคิวเอ็ม อัลฟา จำกัด (มหาชน),"ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ที่ประกอบธุรกิจหลักในการให้บริการนายหน้าประกันภัย ดังต่อไปนี้1. กลุ่มธุรกิจนายหน้าประกัน แบ่งเป็นธุรกิจนายหน้าประกันวินาศภัย ได้แก่ บริษัท ทีคิวเอ็ม อินชัวร์รันส์ โบรคเกอร์ จำกัด, บริษัท ที เจ เอ็น อินชัวร์รันส์โบรกเกอร์ จำกัด และบริษัท ทรู เอกซ์ตร้า โบรกเกอร์ จำกัด, ธุรกิจนายหน้าประกันชีวิต ได้แก่ บริษัท ทีคิวเอ็ม ไลฟ์ อินชัวร์รันส์ โบรคเกอร์ จำกัด และบริษัท ทรู ไลฟ์ โบรกเกอร์ จำกัด, ธุรกิจนายหน้าประกันภัยต่อ ได้แก่ บริษัท ที คิว อาร์ จำกัด (มหาชน), บริษัทย่อยที่สนับสนุนธุรกิจหลัก ได้แก่ บริษัท ทีโอ 2020 จำกัด (ลงทุนในต่างประเทศ), บริษัท แคสแมท จำกัด (บริการด้านเทคโนโลยีสารสนเทศและซอฟต์แวร์), บริษัท ทีคิวซี จำกัด (บริหารจัดการสินไหมประกันสุขภาพ/อุบัติเหตุ)2. กลุ่มธุรกิจการเงิน ประกอบด้วย ธุรกิจสินเชื่อส่วนบุคคล ได้แก่ บริษัท อีซี่ เลนดิ้ง จำกัด, ธุรกิจสินเชื่อแบบมีหลักประกัน ได้แก่ บริษัท แคชนาว พลัส จำกัด 3. กลุ่มธุรกิจเทคโนโลยีแพลตฟอร์ม ได้แก่ บริษัท ชัวร์ครับ.คอม จำกัด, บริษัท ทีคิวดี จำกัด และบริษัท บิลค์ วัน กรุ๊ป จำกัด",http://www.tqmcorp.co.th,https://weblink.set.or.th/dat/f56/1468ONE250320242152410098T.zip
SET,INSUR,TSI,บริษัท ไทยเศรษฐกิจประกันภัย จำกัด (มหาชน),ให้บริการรับประกันวินาศภัยเป็นหลัก ได้แก่ อัคคีภัย การขนส่งสินค้าทางทะเล รถยนต์ เบ็ดเตล็ด และมีธุรกิจการลงทุนในหลักทรัพย์และตราสารทางการเงินประเภทต่างๆ,http://www.tsi.co.th,https://weblink.set.or.th/dat/f56/0220ONE010420242205070196T.zip
SET,INSUR,TVH,บริษัท ไทยวิวัฒน์ โฮลดิ้งส์ จำกัด (มหาชน),TVH ประกอบธุรกิจหลักโดยการถือหุ้นในบริษัทอื่น (Holding Company) ซึ่งมีธุรกิจหลักคือ ธุรกิจประกันภัย ประกอบด้วย ธุรกิจประกันวินาศภัยในประเทศไทย ธุรกิจประกันภัยในต่างประเทศ และธุรกิจที่เกี่ยวข้องกับธุรกิจประกันภัย,https://thaivivatholdings.com,https://weblink.set.or.th/dat/f56/1829ONE010420241449220233T.zip
SET,AUTO,3K-BAT,บริษัท ไทย เอ็นเนอร์จี สโตเรจ เทคโนโลยี จำกัด (มหาชน),ผลิตและจำหน่ายแบตเตอรี่หลากหลายรูปแบบ ได้แก่ 1) แบตเตอรี่สำหรับรถยนต์ 2) แบตเตอรี่สำหรับรถจักรยานยนต์ 3) แบตเตอรี่สำหรับรถฟอล์คลิฟท์ 4) แบตเตอรี่สำหรับรถกอล์ฟ 5) แบตเตอรี่สำหรับโซลาร์เซลล์ และ 6) แบตเตอรี่แสงสว่าง,,https://weblink.set.or.th/dat/f56/F1604T23.zip
SET,AUTO,ACG,บริษัท ออโตคอร์ป โฮลดิ้ง จำกัด (มหาชน),บริษัท ออโตคอร์ป โฮลดิ้ง จำกัด (มหาชน) (?บริษัท?) ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding company) ที่ประกอบธุรกิจจำหน่ายและให้บริการในอุตสาหกรรมรถยนต์ และธุรกิจที่เกี่ยวเนื่องอื่นๆ ปัจจุบัน บริษัทมีการลงทุนในบริษัทย่อย 2 แห่ง ดังนี้ 1. บริษัท ฮอนด้ามะลิวัลย์ จำกัด (?ฮอนด้ามะลิวัลย์?) เป็นบริษัทผู้จำหน่ายและศูนย์บริการรถยนต์ยี่ห้อฮอนด้า 2. บริษัท ออโตคลิกบายเอซีจี จำกัด (?ออโตคลิก?) ประกอบธุรกิจเป็นศูนย์บริการรถยนต์ทุกยี่ห้อประเภทเร่งด่วน (Fast Fit),http://www.autocorpgroup.com,https://weblink.set.or.th/dat/f56/1474ONE270320241335080525T.zip
SET,AUTO,AH,บริษัท อาปิโก ไฮเทค จำกัด (มหาชน),ธุรกิจหลักของบริษัท ประกอบด้วย ธุรกิจผลิตชิ้นส่วนยานยนต์ ธุรกิจตัวแทนจำหน่ายรถยนต์และศูนย์บริการหลังการขาย  และธุรกิจให้บริการด้านเทคโนโลยี การเชื่อมต่อ และ IoT (Internet of Things),http://www.aapico.com,https://weblink.set.or.th/dat/f56/0688ONE270320241717040013T.zip
SET,AUTO,CWT,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),บริษัทได้ประกอบธุรกิจหลัก 3 กลุ่มธุรกิจคือ 1.กลุ่มผลิตภัณฑ์หนัง ผลิตและจำหน่ายผลิตภัณฑ์ 4 ประเภท ได้แก่ 1) ผลิตภัณฑ์หนังสัตว์ฟอก 2) ผลิตภัณฑ์ของเล่นสัตว์เลี้ยง 3) ผลิตภัณฑ์เฟอร์นิเจอร์หนัง 4) ผลิตภัณฑ์เบาะหนังและชิ้นส่วนหนังสำหรับรถยนต์ เช่น Toyota Honda Nissan Isuzu Mazda Mitsubishi และ Chevrolet 2กลุ่มพลังงาน โดยบริษัทได้ลงทุนซื้อหุ้นในบริษัท ชัยวัฒนา กรีน จำกัด ในสัดส่วน 100% โดยมีเป้าหมายเพื่อประกอบธุรกิจลงทุน (ถือหุ้น) บริษัท ในกลุ่มพลังงานทดแทน 3.กลุ่มออกแบบและจัดจำหน่ายยานพาหนะ ซึ่งประกอบกิจการออกแบบและจัดจำหน่ายเรือ และรถโดยสารขนาด เล็กที่ผลิตด้วยอลูมิเนียม,http://www.cwt.co.th,https://weblink.set.or.th/dat/f56/0225ONE280320241019500742T.zip
SET,AUTO,EASON,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),ผลิตและจำหน่ายสีอุตสาหกรรม ได้แก่ สีพ่นรถจักรยานยนต์ หมึกพิมพ์ บรรจุภัณฑ์  สีเคลือบบรรจุภัณฑ์  สีอุตสาหกรรมอื่นๆ และ การลงทุน,http://www.easonplc.com,https://weblink.set.or.th/dat/f56/0861ONE290320240936370239T.zip
SET,AUTO,GYT,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),ผลิตและจำหน่ายยางรถยนต์และยางเครื่องบิน การหล่อดอกยางเครื่องบินสำหรับตลาดในประเทศและเพื่อการส่งออก,http://www.goodyear.co.th,https://weblink.set.or.th/dat/f56/0034ONE290320241916360369T.zip
SET,AUTO,HFT,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),ผลิตและจำหน่ายยางนอกและยางในสำหรับรถจักรยาน รถจักรยานยนต์ และรถขนส่งขนาดเล็ก,http://www.duro.co.th,https://weblink.set.or.th/dat/f56/0755ONE290320241625070320T.zip
SET,AUTO,IHL,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน),กลุ่มบริษัท อินเตอร์ไฮด์ จำกัด(มหาชน) ประกอบธุรกิจผลิตและจัดจำหน่ายหนังสำหรับเบาะรถยนต์ หนังหุ้มเบาะรถยนต์ หัวเกียร์ และพวงมาลัยรถยนต์ ชิ้นงานหนังตัดขึ้นรูป เฟอร์นิเจอร์ รองเท้า โดยใช้หนังโค กระบือและสุกรโดยผ่านกรรมวิธีการฟอกย้อมและนำมาตัดหรือเย็บเป็นผลิตภัณฑ์ ด้วยเครื่องมือเครื่องจักรอันทันสมัย รวมถึงการนำวัตถุคงเหลือมารีไซเคลเป็นโปรตีนเพื่ออุตสาหกรรมและการเกษตร,http://www.interhides.com,https://weblink.set.or.th/dat/f56/0886ONE270320242200280130T.zip
SET,AUTO,INGRS,บริษัท อิงเกรส อินดัสเตรียล (ไทยแลนด์) จำกัด (มหาชน),เป็นบริษัทประกอบธุรกิจโดยการถือหุ้นในบริษัท ที่ดำเนินธุรกิจผลิตและจำหน่ายชิ้นส่วนรถยนต์ ในประเทศไทย มาเลเซีย อินโดนีเซีย และอินเดีย โดยมีบริษัท อิงเกรส ออโตเวนเจอร์ จำกัด เป็นบริษัทแกน ที่ประกอบธุรกิจดังกล่าวในประเทศไทย,http://www.ingress.co.th,https://weblink.set.or.th/dat/f56/1338ONE300420241650330110T.zip
SET,AUTO,IRC,บริษัท อีโนเว รับเบอร์ (ประเทศไทย) จำกัด (มหาชน),ประกอบธุรกิจด้านการผลิตผลิตภัณฑ์ยางอีลาสโตเมอร์ เพื่อใช้ในอุตสาหกรรมยานยนต์และอุตสาหกรรมอื่นๆ และธุรกิจด้านการผลิตยางนอก-ยางในของรถจักรยานยนต์ที่มีคุณภาพสูงมาตรฐานโลก,http://www.ircthailand.com,https://weblink.set.or.th/dat/f56/0437ONE281220230932200126T.zip
SET,AUTO,MGC,บริษัท มิลเลนเนียม กรุ๊ป คอร์ปอเรชั่น (เอเชีย) จำกัด (มหาชน),บริษัทประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ที่ประกอบธุรกิจอย่างครบวงจรในอุตสาหกรรมยานยนต์ ซึ่งประกอบด้วย 1.) กลุ่มธุรกิจจำหน่ายยานยนต์ 2.) กลุ่มธุรกิจให้บริการหลังการขายและให้บริการซ่อมบำรุงรถยนต์อิสระ 3.) กลุ่มธุรกิจให้บริการเช่ารถยนต์และคนขับ และ 4.) กลุ่มธุรกิจให้บริการด้านเทคโนโลยีสารสนเทศ (IT) บริการบริหารจัดการ (Shared Service) บริการทางการเงินสำหรับยานยนต์ นายหน้าประกันภัย และบริการทำความสะอาดและเคลือบสีรถยนต์,https://www.mgc-asia.com,https://weblink.set.or.th/dat/f56/1754ONE290320242115320574T.zip
SET,AUTO,NEX,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),1. ผลิตและรับจ้างผลิตชิ้นส่วนอิเล็คทรอนิกส์ตามคำสั่งซื้อของลูกค้า 2.จำหน่าย/ให้เช่ารถบัสโดยสาร ซ่อมบำรุง จำหน่ายอะไหล่รถบัสโดยสาร   3.ลงทุนในบริษัทย่อย,http://www.nexpoint.co.th,https://weblink.set.or.th/dat/f56/0825ONE010420241319100317T.zip
SET,AUTO,PCSGH,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),บริษัทประกอบธุรกิจผลิตและจำหน่ายชิ้นส่วนยานยนต์ มีบริษัทย่อยที่บริษัทถือหุ้นในสัดส่วนร้อยละ 100 จำนวน 5 บริษัท บริษัทในประเทศเยอรมนีและฮังการี,http://www.pcsgh.com,https://weblink.set.or.th/dat/f56/1160ONE010420241432270268T.zip
SET,AUTO,POLY,บริษัท โพลีเน็ต จำกัด (มหาชน),ธุรกิจผลิตและจำหน่ายผลิตภัณฑ์เกี่ยวกับยาง พลาสติก ซิลิโคน  แม่พิมพ์ สำหรับอุตสาหกรรมยานยนต์ เครื่องมือและอุปกรณ์ทางการแพทย์ และสินค้าอุปโภคบริโภค,https://www.polynet.co.th,https://weblink.set.or.th/dat/f56/1719ONE010320241329470950T.zip
SET,AUTO,SAT,บริษัท สมบูรณ์ แอ๊ดวานซ์ เทคโนโลยี จำกัด (มหาชน),บริษัทประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) โดยกลุ่มธุรกิจผลิตชิ้นส่วนยานยนต์และเครื่องจักรกลการเกษตรเป็นธุรกิจหลัก,http://www.satpcl.co.th,https://weblink.set.or.th/dat/f56/0823ONE250320241911520963T.zip
SET,AUTO,SPG,บริษัท สยามภัณฑ์กรุ๊ป จำกัด (มหาชน),กลุ่มบริษัทผลิตและจำหน่ายสินค้าประเภทน้ำมันหล่อลื่น จาระบี และแบตเตอรี่ สำหรับเครื่องยนต์และเครื่องจักรอุตสาหกรรม,http://www.siampangroup.com,https://weblink.set.or.th/dat/f56/0613ONE180320241258030644T.zip
SET,AUTO,STANLY,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (มหาชน),เป็นผู้ผลิตอุปกรณ์ส่องสว่างยานยนต์ ได้แก่ หลอดไฟ ชุดโคมไฟ และแม่พิมพ์ โดยเริ่มตั้งแต่การออกแบบโดยศูนย์วิจัยและพัฒนาของบริษัท การผลิตด้วยเครื่องจักรที่ทันสมัยและประสิทธิภาพสูง ทำให้ได้ผลิตภัณฑ์ตามมาตรฐานสากล และมาตรฐานของลูกค้า ซึ่งเป็นผู้ผลิตรถยนต์และรถจักรยานยนต์ทั้งในประเทศและต่างประเทศ,http://www.thaistanley.com,https://weblink.set.or.th/dat/f56/F0233T23.zip
SET,AUTO,TKT,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน),ผลิตชิ้นส่วนพลาสติกและธุรกิจเกี่ยวกับแม่พิมพ์เพื่อการผลิตชิ้นส่วนพลาสติก,http://www.tkrungthai.com,https://weblink.set.or.th/dat/f56/0779ONE200320240833130191T.zip
SET,AUTO,TNPC,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),ผลิตและจำหน่ายผลิตภัณฑ์พลาสติกกึ่งสำเร็จรูป- หนังเทียมและแผ่นผืนพลาสติกสำหรับอุตสาหกรรมยานยนต์ รองเท้ากีฬา เฟอร์นิเจอร์และเครื่องหนังแฟชั่น- แผ่นผืนพลาสติกชนิดอ่อนที่ใช้ในครัวเรือน งานวิศวกรรมโยธาและงานเกษตร,http://www.thainam.com,https://weblink.set.or.th/dat/f56/0287ONE010420241646370326T.zip
SET,AUTO,TRU,บริษัท ไทยรุ่งยูเนียนคาร์ จำกัด (มหาชน),ออกแบบวิจัยและพัฒนาผลิตภัณฑ์ สร้างแม่พิมพ์และอุปกรณ์จับยึดสำหรับการผลิต ผลิตชิ้นส่วนโลหะและพลาสติก และผลิตเบาะรถยนต์ รับจ้างพ่นสี รับจ้างประกอบและดัดแปลงรถยนต์ต่าง ๆ,http://www.thairung.co.th,https://weblink.set.or.th/dat/f56/0454ONE290320241756200257T.zip
SET,AUTO,TSC,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),ธุรกิจสายควบคุม (Control Cable) สำหรับรถยนต์ และรถจักรยานยนต์ และชุดควบคุมรางกระจกหน้าต่างรถยนต์ (Window Regulator) เพื่อจำหน่ายให้แก่ผู้ผลิตรถยนต์ และรถจักรยานยนต์ชั้นนำ ตลอดจนศูนย์อะไหล่และผู้ค้ารายย่อยต่างๆ ทั้งภายในและต่างประเทศ,http://www.tscpcl.com,https://weblink.set.or.th/dat/f56/0847ONE181220231703470521T.zip
SET,IMM,ALLA,บริษัท ออลล่า จำกัด (มหาชน),เป็นผู้นำเข้า ผลิต จำหน่าย และติดตั้งอุปกรณ์ขนถ่ายวัสดุที่ใช้ในโรงงานอุตสาหกรรม ได้แก่ เครนและรอกไฟฟ้า (Crane and Hoist) สะพานปรับระดับและประตูอุตสาหกรรม (Dock Leveler and Industrial Door) ม่านริ้วพีวีซีและม่านตัดอากาศ (PVC Strip Curtain and Air Curtain) และระบบการจัดการคลังสินค้า (Warehouse Management Systems) รวมถึงผลิตภัณฑ์ที่เป็นมิตรต่อสิ่งแวดล้อม ได้แก่ ระบบโซลาเซลล์ (Solar Cell Systems) และสถานีชาร์จรถไฟฟ้า (EV Charging Station) สำหรับเพื่อใช้ในโรงงานอุตสาหกรรม คลังสินค้า หรือสถานประกอบการต่างๆ  รวมถึงมีการให้บริการต่างๆ ได้แก่ บริการหลังการขาย เช่น งานซ่อม งานเปลี่ยนอะไหล่ งานบำรุงรักษาเชิงป้องกัน (Preventive Maintenance) และบริการศูนย์ฝึกอบรมการใช้เครน/ช่องโหลดสินค้า,http://www.alla.co.th,https://weblink.set.or.th/dat/f56/1335ONE250320241803150553T.zip
SET,IMM,ASEFA,บริษัท อาซีฟา จำกัด (มหาชน),"บริษัท อาซีฟา จำกัด (มหาชน) (""บริษัทฯ"") ประกอบธุรกิจผลิต จำหน่าย และติดตั้งผลิตภัณฑ์กระจายและส่งจ่ายไฟฟ้า ซึ่งประกอบด้วยสินค้าหลักคือ สวิตช์บอร์ดไฟฟ้าแรงดันปานกลาง แรงดันต่ำ และแผงควบคุมระบบไฟฟ้า รวมถึงบริการจัดหา จัดจำหน่ายอุปกรณ์ในระบบไฟฟ้า ตั้งแต่แหล่งจ่ายไฟฟ้าจนถึงอุปกรณ์ และเครื่องใช้ไฟฟ้าปลายทาง",http://www.asefa.co.th,https://weblink.set.or.th/dat/f56/1268ONE010420241702320427T.zip
SET,IMM,CPT,บริษัท ซีพีที ไดร์ แอนด์ เพาเวอร์ จำกัด (มหาชน),บริษัทประกอบธุรกิจผลิตและจำหน่ายตู้ไฟฟ้า จำหน่ายอุปกรณ์ไฟฟ้าและระบบควบคุมไฟฟ้าที่ใช้ในโรงงานอุตสาหกรรม รวมถึงให้บริการติดตั้งตู้ไฟฟ้า และก่อสร้างสถานีไฟฟ้าย่อย,http://www.CPTthailand.com,https://weblink.set.or.th/dat/f56/1404ONE120320241753380054T.zip
SET,IMM,CRANE,บริษัท ชูไก จำกัด (มหาชน),ให้บริการยกเคลื่อนย้ายและประกอบติดตั้ง เครื่องจักร และวัสดุหรืออุปกรณ์ที่มีขนาดใหญ่ เป็นตัวแทนจำหน่ายรถเครนใหม่ ยี่ห้อ XCMG  จากประเทศสาธารณรัฐประชาชนจีน  แต่เพียงผู้เดียวในประเทศไทยจำหน่ายเครื่องจักรกลหนักใช้แล้วคุณภาพดี สำหรับงานก่อสร้าง การยกและขนย้าย รวมถึงการขนส่งให้บริการซ่อม และจำหน่ายอะไหล่ สำหรับเครื่องจักรกลหนักทั้งใหม่และใช้แล้ว ให้บริการรับเหมางานก่อสร้างงานฐานราก เสาเข็มเจาะ,http://www.chukai.co.th,https://weblink.set.or.th/dat/f56/0970ONE240420241235520648T.zip
SET,IMM,CTW,บริษัท จรุงไทยไวร์แอนด์เคเบิ้ล จำกัด (มหาชน),ผลิตและจำหน่ายสายไฟฟ้าตัวนำอลูมิเนียม สายไฟฟ้าตัวนำทองแดง สายไฟฟ้าแรงดันสูง สายโทรคมนาคม สายเคเบิ้ลใยแก้วนำแสง ลวดอาบน้ำยา และไม่อาบน้ำยา รวมทั้งรับจ้างผลิต แลกเปลี่ยน แปรรูปสินค้าดังกล่าว,http://www.ctw.co.th,https://weblink.set.or.th/dat/f56/0012ONE020520241708270158T.zip
SET,IMM,FMT,บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),ผลิตท่อทองแดงไร้ตะเข็บ และท่อทองแดงที่มีเกลียวภายในท่อ ที่ใช้สำหรับเครื่องปรับอากาศและเครื่องทำความเย็น,http://www.fmt.co.th,https://weblink.set.or.th/dat/f56/0609ONE010420240819110941T.zip
SET,IMM,HTECH,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),"บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน) และบริษัทย่อย ประกอบธุรกิจเป็นผู้ผลิต รับจ้างผลิตและจำหน่ายเครื่องมือตัดเฉือนโลหะที่ทำมาจากเพชรสังเคราะห์ (Polycrystalline Diamond หรือ PCD และ Single Crystal Diamond หรือ SCD), PCBN (Polycrystalline Cubic Boron Nitride) และคาร์ไบด์ (Carbide) สำหรับใช้ในการผลิตชิ้นงานที่มีความเที่ยงตรงสูง เพื่อรองรับลูกค้าในกลุ่มอุตสาหกรรมผลิตชิ้นส่วนฮาร์ดดิสก์ไดรฟ (HDD), อุตสาหกรรมผลิตชิ้นส่วนยานยนต์ อุตสาหกรรมผลิตชิ้นส่วนเครื่องบิน และอุตสาหกรรมเครื่องจักรกลอื่นๆ ทั้งในและต่างประเทศ นอกจากนี้ยังรับจ้างผลิตและจำหน่ายอุปกรณ์และชิ้นส่วนโลหะต่างๆ ตามความต้องการของลูกค้า โดยมีโรงงานผลิต 3 แห่ง ในประเทศไทย ประเทศเวียดนาม และประเทศสหรัฐอเมริกา และมีบริษัทย่อยที่เป็นตัวแทนจำหน่ายใน 7 ประเทศทั่วโลก ได้แก่ ไทย, ฟิลิปปินส์, สิงคโปร์, มาเลเซีย, เวียดนาม, อินโดนีเซีย และสหรัฐอเมริกา",http://www.halcyon.co.th,https://weblink.set.or.th/dat/f56/1003ONE270320241203390482T.zip
SET,IMM,KKC,บริษัท กุลธรเคอร์บี้ จำกัด (มหาชน),ผลิตและจำหน่ายมอเตอร์คอมเพรสเซอร์แบบลูกสูบ (Reciprocating Compressor)  สำหรับใช้กับตู้เย็น ตู้แช่ ตู้ทำน้ำเย็น ตู้เย็นเชิงพาณิชย์และเครื่องปรับอากาศ และผลิตCondensing unit เพื่อใช้กับ Commercial Refrigeration รวมทั้งผลิตชิ้นส่วนมอเตอร์คอมเพรสเซอร์และชิ้นส่วนมอเตอร์ไฟฟ้าให้กับผู้ผลิตรายอื่นๆด้วย,http://www.kulthorn.com,https://weblink.set.or.th/dat/f56/0218ONE140520241456090301T.zip
SET,IMM,PK,บริษัท พัฒน์กล จำกัด (มหาชน),ลักษณะการดำเนินธุรกิจหลัก คือ เป็นบริษัทวิศวกรรมสร้างเครื่องจักรทำความเย็น และเครื่องจักรที่ใช้ในการแปรรูปและการผลิตอาหารประเภทต่างๆ เช่น เครื่องทำน้ำแข็งหลอด ห้องเย็น สร้างเครื่องจักรและโรงงานสำหรับผลิตภัณฑ์ต่างๆ ที่เป็นของเหลว ได้แก่ ผลิตภัณฑ์นมพาสเจอร์ไรซ์ นมยูเอชที เครื่องดื่มชูกำลัง เบียร์ น้ำผลไม้ น้ำดื่มบรรจุขวด รวมถึงโรงงานยา และเคมีภัณฑ์  โดยบริษัทฯ สามารถตอบสนองความต้องการของลูกค้า โดยการให้บริการอย่างครบวงจร ครอบคลุมตั้งแต่การให้คำปรึกษา งานออกแบบ งานวิศวกรรม จนถึงงานสร้าง และติดตั้ง และยังมีผลิตภัณฑ์ที่ได้จดสิทธิบัติแล้วเป็นจำนวนมาก,http://www.patkol.com,https://weblink.set.or.th/dat/f56/0299ONE260320241632060670T.zip
SET,IMM,PSP,บริษัท พี.เอส.พี.สเปเชียลตี้ส์ จำกัด (มหาชน),ให้บริการโซลูชันธุรกิจผลิตภัณฑ์หล่อลื่นแบบครบวงจร (Total Solution Provider) โดยเริ่มตั้งแต่กระบวนการจัดหาวัตถุดิบ การออกแบบผลิตภัณฑ์ การผลิตผลิตภัณฑ์ การบรรจุผลิตภัณฑ์ การจัดเก็บและศูนย์กระจายสินค้า การให้บริการจัดการด้านโลจิสติกส์ และธุรกิจอื่นๆ ที่เกี่ยวข้อง,http://www.psp.co.th,https://weblink.set.or.th/dat/f56/1762ONE010420241934370659T.zip
